ID	symbol	chromosome	start	stop
ENSG00000268790	AC008764.4	19	16577642	16660115
ENSG00000077984	CST7	20	24949230	24959928
ENSG00000224448	AC005020.1	7	99638242	99638767
ENSG00000085662	AKR1B1	7	134442350	134459284
ENSG00000224442	AC017035.1	2	197028711	197030143
ENSG00000089177	KIF16B	20	16272104	16573434
ENSG00000278540	ACACA	17	37084988	37406818
ENSG00000264024	MIR4507	14	105858124	105858175
ENSG00000137672	TRPC6	11	101451564	101872562
ENSG00000198839	ZNF277	7	112206588	112343096
ENSG00000198830	HMGN2	1	26472450	26475972
ENSG00000198833	UBE2J1	6	89326625	89352848
ENSG00000198832	SELENOM	22	31104772	31120069
ENSG00000198835	GJC2	1	228149852	228159826
ENSG00000198837	DENND4B	1	153929501	153946696
ENSG00000198836	OPA1	3	193593144	193697823
ENSG00000271396	AC091167.4	15	90284376	90285580
ENSG00000271392	AC006237.1	17	35757199	35758325
ENSG00000157514	TSC22D3	X	107713221	107777342
ENSG00000271398	AL353622.2	1	28247144	28247568
ENSG00000271399	AL078624.1	1	228858010	228858556
ENSG00000157510	AFAP1L1	5	149271871	149341802
ENSG00000270040	AL356055.1	1	39206512	39206957
ENSG00000270049	AC009061.2	16	67481314	67505063
ENSG00000270048	AC068790.4	12	123962555	123962817
ENSG00000235217	TSPY26P	20	32186477	32190527
ENSG00000275676	BX005040.1	9	61229913	61231863
ENSG00000275675	AL161931.1	10	38068449	38068694
ENSG00000175868	CALCB	11	14904997	15082342
ENSG00000231916	AC006033.1	7	38311383	38311808
ENSG00000175866	BAIAP2	17	81035122	81117432
ENSG00000117602	RCAN3	1	24502351	24541040
ENSG00000126106	TMEM53	1	44635238	44674555
ENSG00000126107	HECTD3	1	45002540	45011329
ENSG00000205056	LINC02397	12	92466451	92492091
ENSG00000110057	UNC93B1	11	67991104	68004982
ENSG00000269463	AP001160.4	11	62807682	62808063
ENSG00000134371	CDC73	1	193121800	193254815
ENSG00000134375	TIMM17A	1	201955491	201970661
ENSG00000134376	CRB1	1	197268204	197478455
ENSG00000265778	AC018413.1	18	76491652	76493918
ENSG00000103222	ABCC1	16	15949577	16143074
ENSG00000104774	MAN2B1	19	12646511	12666742
ENSG00000103226	NOMO3	16	16232495	16294814
ENSG00000103227	LMF1	16	853634	981318
ENSG00000102174	PHEX	X	22032441	22251310
ENSG00000102172	SMS	X	21940573	21994835
ENSG00000261701	HPR	16	72063148	72077246
ENSG00000102178	UBL4A	X	154483717	154486670
ENSG00000103591	AAGAB	15	67201033	67255195
ENSG00000182912	TSPEAR-AS2	21	44517216	44525952
ENSG00000103599	IQCH	15	67254800	67502260
ENSG00000134594	RAB33A	X	130171649	130184870
ENSG00000134597	RBMX2	X	130401969	130413343
ENSG00000134590	RTL8C	X	135032366	135033546
ENSG00000135426	TESPA1	12	54948018	54984746
ENSG00000135424	ITGA7	12	55684568	55716043
ENSG00000135423	GLS2	12	56470944	56488414
ENSG00000176884	GRIN1	9	137138390	137168762
ENSG00000068305	MEF2A	15	99565417	99716466
ENSG00000064886	CHI3L2	1	111200771	111243440
ENSG00000068308	OTUD5	X	48922028	48958386
ENSG00000062485	CS	12	56271699	56300392
ENSG00000263326	AC133552.4	16	25071490	25072727
ENSG00000263327	TAPT1-AS1	4	16226685	16320140
ENSG00000271806	AL590822.2	1	2141084	2145279
ENSG00000263321	AC024361.3	17	82729164	82734143
ENSG00000273091	AP000255.1	21	31735732	31736407
ENSG00000273090	AC007378.1	2	36513255	36513732
ENSG00000273093	AC097065.2	1	200315435	200315967
ENSG00000108819	PPP1R9B	17	50133735	50150630
ENSG00000215297	AL354941.1	9	3364329	3364792
ENSG00000273096	AL021707.8	22	38736610	38736792
ENSG00000261879	AC087500.1	17	5192084	5248069
ENSG00000264808	AC068025.1	17	29369717	29390777
ENSG00000264800	MIR4294	10	48985512	48985587
ENSG00000131944	FAAP24	19	32972209	32978222
ENSG00000105339	DENND3	8	141117278	141195808
ENSG00000131943	C19ORF12	19	29698886	29715789
ENSG00000242477	AC091429.1	5	86884231	86884881
ENSG00000110917	MLEC	12	120686869	120701864
ENSG00000136997	MYC	8	127735434	127741434
ENSG00000238966	ENSG00000238966	8	42043504	42043575
ENSG00000227017	AC007036.1	7	30176387	30179014
ENSG00000238963	ENSG00000238963	6	154905076	154905206
ENSG00000225527	AL450384.1	10	18531849	18533336
ENSG00000136999	NOV	8	119416306	119424353
ENSG00000227155	AL161725.1	9	452492	492248
ENSG00000267439	AD000671.3	19	35747057	35753415
ENSG00000138738	PRDM5	4	120684919	120922870
ENSG00000178386	ZNF223	19	44051367	44067991
ENSG00000047315	POLR2B	4	56977722	57031168
ENSG00000267430	AC036176.2	18	63415317	63416469
ENSG00000259408	AC010809.2	15	33851785	33856809
ENSG00000259407	AC021739.2	15	85744109	85750281
ENSG00000159792	PSKH1	16	67893272	67929678
ENSG00000242262	AC092597.1	4	47706372	47706987
ENSG00000242265	PEG10	7	94656325	94669695
ENSG00000172432	GTPBP2	6	43605316	43629162
ENSG00000212807	OR2A42	7	144228244	144239605
ENSG00000212802	RPL15P3	6	12514110	12514724
ENSG00000077514	POLD3	11	74493851	74669117
ENSG00000244267	RPL34P22	11	44629357	44629674
ENSG00000116213	WRAP73	1	3630767	3652761
ENSG00000116212	LRRC42	1	53946077	53968168
ENSG00000159917	ZNF235	19	44228729	44305046
ENSG00000130876	SLC7A10	19	33208664	33225850
ENSG00000260007	AC107871.1	15	68184032	68229718
ENSG00000260005	AC027601.1	17	81228707	81233983
ENSG00000260000	AL133338.1	6	100881471	100882987
ENSG00000260001	TGFBR3L	19	7916145	7919097
ENSG00000018408	WWTR1	3	149517235	149736714
ENSG00000160948	VPS28	8	144423601	144428563
ENSG00000233469	ST6GALNAC4P1	13	19818121	19818619
ENSG00000122025	FLT3	13	28003274	28100592
ENSG00000196705	ZNF431	19	21142024	21196053
ENSG00000196704	AMZ2	17	68247574	68257164
ENSG00000010610	CD4	12	6786858	6820808
ENSG00000196700	ZNF512B	20	63956702	63969865
ENSG00000234937	AL139128.1	1	155845367	155846624
ENSG00000234936	AC010883.1	2	43229573	43233394
ENSG00000234933	CDC42P1	20	34402149	34402696
ENSG00000197077	KIAA1671	22	24952730	25197448
ENSG00000197070	ARRDC1	9	137605654	137615360
ENSG00000228399	AL109741.2	1	101256274	101256616
ENSG00000228395	AL356481.1	9	128528901	128552410
ENSG00000236264	RPL26P30	11	2335135	2347685
ENSG00000236266	Z98884.1	1	7810242	7827342
ENSG00000243960	AL390195.1	1	111438638	111441364
ENSG00000203804	ADAMTSL4-AS1	1	150560202	150574552
ENSG00000273311	DGCR11	22	19046162	19048375
ENSG00000203801	LINC00222	6	108751654	108769942
ENSG00000180964	TCEAL8	X	103252995	103255203
ENSG00000185305	ARL15	5	53883945	54310582
ENSG00000185304	RGPD2	2	87755955	87825952
ENSG00000232334	AL683842.1	10	124004304	124004828
ENSG00000235101	SETP9	1	160670148	160670979
ENSG00000113068	PFDN1	5	140245039	140303121
ENSG00000174021	GNG5	1	84498325	84506565
ENSG00000196422	PPP1R26	9	135479079	135488893
ENSG00000181722	ZBTB20	3	114314501	115147271
ENSG00000236438	FAM157A	3	198153287	198222513
ENSG00000211727	TRBV7-6	7	142492132	142492673
ENSG00000211725	TRBV5-5	7	142482548	142483019
ENSG00000211724	TRBV6-6	7	142469537	142470013
ENSG00000260918	AC107398.3	4	47431960	47438959
ENSG00000211721	TRBV6-5	7	142450947	142451448
ENSG00000211720	TRBV11-1	7	142407672	142408136
ENSG00000151665	PIGF	2	46580937	46617119
ENSG00000260917	AL158212.3	10	112823490	112827726
ENSG00000260910	LINC00565	13	113926514	113928844
ENSG00000260911	AC135050.3	16	31043150	31049868
ENSG00000260912	AL158206.1	9	19453209	19455173
ENSG00000211728	TRBV5-6	7	142500028	142500534
ENSG00000229444	AL451062.1	1	43709392	43727343
ENSG00000269858	EGLN2	19	40798996	40808433
ENSG00000213386	AC022217.1	5	172762521	172763258
ENSG00000213385	AC105052.2	7	102755146	102755939
ENSG00000238140	AC104170.2	1	51461721	51463416
ENSG00000213380	COG8	16	69320140	69339667
ENSG00000163873	GRIK3	1	36795527	37034129
ENSG00000143493	INTS7	1	211940399	212035542
ENSG00000280355	AL132656.4	10	79681973	79684094
ENSG00000280350	LINC01726	20	21610787	21703585
ENSG00000280351	AC127496.7	17	81003335	81005132
ENSG00000143494	VASH2	1	212950520	212992037
ENSG00000143499	SMYD2	1	214281102	214337131
ENSG00000143498	TAF1A	1	222557902	222589933
ENSG00000150093	ITGB1	10	32900319	33005792
ENSG00000251215	GOLGA5P1	5	39169210	39170335
ENSG00000168906	MAT2A	2	85539165	85545280
ENSG00000216490	IFI30	19	18173162	18178117
ENSG00000188647	PTAR1	9	69709522	69759959
ENSG00000247345	AC092343.1	5	59039761	59063503
ENSG00000212385	RNU6-817P	1	116413766	116413869
ENSG00000090263	MRPS33	7	141002610	141015228
ENSG00000231822	AC019097.1	2	99102018	99102752
ENSG00000220643	AL031577.2	6	34686602	34687106
ENSG00000123191	ATP7B	13	51930436	52012125
ENSG00000185875	THNSL1	10	25016658	25026664
ENSG00000169704	GP9	3	129060767	129062406
ENSG00000256590	TRDV3	14	22469041	22469698
ENSG00000168259	DNAJC7	17	41976433	42021376
ENSG00000266420	RN7SL118P	X	119434519	119434820
ENSG00000266421	MIR4451	4	85722468	85722533
ENSG00000173531	MST1	3	49683947	49689501
ENSG00000163281	GNPDA2	4	44682200	44726595
ENSG00000168256	NKIRAS2	17	42011382	42025644
ENSG00000168255	ENSG00000168255	7	102537918	102572653
ENSG00000137216	TMEM63B	6	44126914	44155519
ENSG00000109805	NCAPG	4	17810902	17844862
ENSG00000114302	PRKAR2A	3	48744597	48847846
ENSG00000015479	ENSG00000015479	5	139293648	139331677
ENSG00000226491	FTOP1	2	42797225	42798712
ENSG00000226496	LINC00323	21	41141493	41148133
ENSG00000226499	AL136380.1	1	44843921	44844082
ENSG00000226498	RPSAP21	1	236819634	236820518
ENSG00000015475	BID	22	17734138	17774770
ENSG00000183092	BEGAIN	14	100537147	100587413
ENSG00000183091	NEB	2	151485336	151734487
ENSG00000183090	FREM3	4	143577302	143700675
ENSG00000204396	VWA7	6	31765590	31777294
ENSG00000228470	AL929236.1	1	214344172	214357615
ENSG00000228477	AL663070.1	1	39962680	39963404
ENSG00000160055	TMEM234	1	32214472	32222359
ENSG00000162885	B3GALNT2	1	235449923	235504481
ENSG00000162881	OXER1	2	42762481	42764261
ENSG00000246145	RRS1-AS1	8	66419589	66428977
ENSG00000162882	HAAO	2	42767089	42792593
ENSG00000254315	AC023632.5	8	94533628	94534391
ENSG00000149201	CCDC81	11	86374736	86423109
ENSG00000254034	INTS9-AS1	8	28798142	28802085
ENSG00000163428	LRRC58	3	120324509	120349339
ENSG00000167968	DNASE1L2	16	2235816	2238711
ENSG00000167964	RAB26	16	2140803	2154165
ENSG00000167967	E4F1	16	2223566	2235742
ENSG00000215041	NEURL4	17	7315628	7329393
ENSG00000163421	PROK2	3	71771656	71785206
ENSG00000183323	CCDC125	5	69280175	69332809
ENSG00000167962	ZNF598	16	1997654	2009823
ENSG00000042286	AIFM2	10	70098223	70132934
ENSG00000179958	DCTPP1	16	30423619	30430075
ENSG00000092841	MYL6	12	56158161	56163496
ENSG00000204310	AGPAT1	6	32168212	32178096
ENSG00000204390	HSPA1L	6	31809619	31815065
ENSG00000092847	AGO1	1	35869808	35930528
ENSG00000204311	PJVK	2	178451346	178461409
ENSG00000080815	PSEN1	14	73136418	73223691
ENSG00000080819	CPOX	3	98579446	98593723
ENSG00000125835	SNRPB	20	2461634	2470853
ENSG00000125834	STK35	20	2101611	2177038
ENSG00000072042	RDH11	14	67676801	67695814
ENSG00000205336	ADGRG1	16	57610652	57665580
ENSG00000205339	IPO7	11	9384622	9448126
ENSG00000178537	SLC25A20	3	48856931	48898993
ENSG00000137210	TMEM14B	6	10747759	10852753
ENSG00000253539	AC018442.2	8	99796615	99799187
ENSG00000152583	SPARCL1	4	87473335	87531061
ENSG00000152582	SPEF2	5	35617844	35814611
ENSG00000254653	AC024475.1	11	46116578	46117318
ENSG00000266222	AC036222.2	17	48377262	48380370
ENSG00000278030	TRBV7-9	7	142529290	142529762
ENSG00000206921	RNU6-481P	1	161401289	161401395
ENSG00000227456	LINC00310	21	34157724	34190244
ENSG00000155755	TMEM237	2	201620184	201643570
ENSG00000155754	C2CD6	2	201487425	201619178
ENSG00000244703	CD46P1	1	207645234	207657410
ENSG00000244701	AC004918.1	7	141652381	141656810
ENSG00000248693	LINC02100	5	18704433	18746173
ENSG00000168955	TM4SF20	2	227362156	227381995
ENSG00000122643	NT5C3A	7	33014113	33062797
ENSG00000122641	INHBA	7	41667168	41705834
ENSG00000011201	ANOS1	X	8528874	8732186
ENSG00000170142	UBE2E1	3	23805903	23891316
ENSG00000232952	AL512844.1	1	105891739	105893517
ENSG00000232956	SNHG15	7	44983023	44986961
ENSG00000198939	ZFP2	5	178895894	178933212
ENSG00000164615	CAMLG	5	134738501	134752160
ENSG00000175582	RAB6A	11	73675638	73761137
ENSG00000164610	RP9	7	33094797	33109401
ENSG00000164611	PTTG1	5	160421822	160428744
ENSG00000198931	APRT	16	88809339	88811944
ENSG00000198933	TBKBP1	17	47694081	47712050
ENSG00000178338	ZNF354B	5	178859953	178888122
ENSG00000171812	COL8A2	1	36095236	36125220
ENSG00000171813	PWWP2B	10	132397168	132417863
ENSG00000120647	CCDC77	12	389273	442645
ENSG00000171811	CFAP46	10	132808392	132942823
ENSG00000171817	ZNF540	19	37551406	37614097
ENSG00000171819	ANGPTL7	1	11189341	11195981
ENSG00000231887	PRH1	12	10824960	11171608
ENSG00000125166	GOT2	16	58707131	58734357
ENSG00000257303	AC073896.2	12	56300142	56314808
ENSG00000256658	AC008115.1	12	12723297	12724011
ENSG00000256651	AC006518.1	12	10831074	10832016
ENSG00000161395	PGAP3	17	39671122	39696797
ENSG00000215199	YWHAZP6	9	34922184	34922921
ENSG00000274341	AC005899.6	17	32408013	32408309
ENSG00000204882	GPR20	8	141356500	141367267
ENSG00000204889	KRT40	17	40977716	40987135
ENSG00000175514	GPR152	11	67451301	67452729
ENSG00000175513	TSGA10IP	11	65945445	65959963
ENSG00000175518	UBQLNL	11	5514393	5516705
ENSG00000279806	AC018629.1	17	40473554	40475289
ENSG00000132906	CASP9	1	15490832	15526534
ENSG00000279800	BCLAF1P2	16	34266041	34268649
ENSG00000279801	AC111170.3	17	77444704	77447167
ENSG00000279803	AC009090.5	16	57142652	57144936
ENSG00000237827	RPS15AP29	10	103125017	103125416
ENSG00000065911	MTHFD2	2	74198562	74217565
ENSG00000177917	ARL6IP6	2	152717893	152761253
ENSG00000198208	RPS6KL1	14	74903954	74923396
ENSG00000231795	ITCH-IT1	20	34450930	34454552
ENSG00000231793	DOC2GP	11	67612651	67616257
ENSG00000171368	TPPP	5	659862	693395
ENSG00000231201	AF127577.2	21	14971470	14992854
ENSG00000255234	AP000446.1	11	83286128	83423516
ENSG00000255237	AC138230.1	11	462930	463899
ENSG00000253683	AC027309.2	5	172656522	172656713
ENSG00000246130	AC107959.2	8	23068229	23083619
ENSG00000119431	HDHD3	9	113373419	113376999
ENSG00000174059	CD34	1	207880972	207911402
ENSG00000038274	MAT2B	5	163503114	163519336
ENSG00000214725	CDIPTOSP	16	29863593	29868053
ENSG00000167578	RAB4B	19	40778216	40796938
ENSG00000095485	CWF19L1	10	100232298	100267680
ENSG00000253535	AC120193.1	8	24295814	24912073
ENSG00000177989	ODF3B	22	50529710	50532580
ENSG00000214093	AL096701.1	22	31559483	31559939
ENSG00000092108	SCFD1	14	30622112	30735812
ENSG00000275012	AC011476.8	19	54948864	54948993
ENSG00000275014	RN7SL166P	13	19736975	19737254
ENSG00000278869	BX539320.1	22	49933198	49934074
ENSG00000230445	LRRC37A6P	10	27246350	27259455
ENSG00000146729	NIPSNAP2	7	55951793	56000181
ENSG00000146722	AC211486.1	7	75391955	75395434
ENSG00000278863	AC091059.2	17	59362665	59363278
ENSG00000178498	DTX3	12	57604622	57609804
ENSG00000133056	PIK3C2B	1	204422628	204494724
ENSG00000237798	AC010894.4	2	174575227	174587726
ENSG00000237797	AL161935.3	10	31693084	31707388
ENSG00000144476	ACKR3	2	236567787	236582358
ENSG00000172638	EFEMP2	11	65866441	65873592
ENSG00000241547	ACTG1P20	1	27325329	27325796
ENSG00000241549	GUSBP2	6	26871484	26956554
ENSG00000233235	BX119321.1	1	89324522	89334880
ENSG00000233231	HNRNPA1P49	6	166334568	166335471
ENSG00000233230	AC079807.1	2	47905678	47907810
ENSG00000248394	FOSL1P1	4	128155389	128156204
ENSG00000206903	SNORA24B	15	65285461	65285591
ENSG00000249042	AC008771.1	5	80482293	80488063
ENSG00000271278	ELOCP33	4	39932454	39933561
ENSG00000066583	ISOC1	5	129094751	129114028
ENSG00000107789	MINPP1	10	87504875	87553460
ENSG00000268615	AL353803.5	9	129328261	129328401
ENSG00000131669	NINJ1	9	93121489	93134288
ENSG00000129521	EGLN3	14	33924231	34462774
ENSG00000177000	MTHFR	1	11785723	11806920
ENSG00000272746	AP005131.7	18	13526078	13526688
ENSG00000277511	AC116407.2	17	32127595	32128454
ENSG00000272744	AC107214.2	4	183516894	183517527
ENSG00000272745	AC004948.1	7	7619872	7620543
ENSG00000223724	RAD17P2	13	49044079	49046794
ENSG00000223725	AC009226.1	2	207239864	207529795
ENSG00000271215	RPL21P136	12	12614359	12615907
ENSG00000279026	AC005225.4	14	73580694	73582918
ENSG00000279024	AC112255.1	2	136230753	136233245
ENSG00000173585	CCR9	3	45886504	45903177
ENSG00000279021	AC092139.2	16	81463892	81464859
ENSG00000184588	PDE4B	1	65792514	66374579
ENSG00000233493	TMEM238	19	55379245	55384598
ENSG00000136710	CCDC115	2	130338241	130342349
ENSG00000273866	ENSG00000273866	22	37578669	37578922
ENSG00000157349	DDX19B	16	70289663	70335283
ENSG00000248098	BCKDHA	19	41397460	41425005
ENSG00000232545	AC253536.3	22	24101689	24103354
ENSG00000232546	AC027644.1	7	66848496	66858136
ENSG00000174672	BRSK2	11	1389899	1462689
ENSG00000232542	DPYD-IT1	1	97394154	97420141
ENSG00000130714	POMT1	9	131502902	131523806
ENSG00000231890	DARS-AS1	2	135985176	136022593
ENSG00000248092	NNT-AS1	5	43571594	43603230
ENSG00000113263	ITK	5	157142933	157255191
ENSG00000170234	PWWP2A	5	160061801	160119423
ENSG00000113269	RNF130	5	179911651	180072118
ENSG00000170236	USP50	15	50500562	50546708
ENSG00000019582	CD74	5	150401637	150412929
ENSG00000170802	FOXN2	2	48314637	48379294
ENSG00000170231	FABP6	5	160187367	160238735
ENSG00000170801	HTRA3	4	8269765	8307111
ENSG00000074603	DPP8	15	65442463	65517704
ENSG00000026559	KCNG1	20	51003656	51023129
ENSG00000177675	CD163L1	12	7346685	7479897
ENSG00000082996	RNF13	3	149812708	149962139
ENSG00000117013	KCNQ4	1	40783814	40840452
ENSG00000117010	ZNF684	1	40531561	40548169
ENSG00000117016	RIMS3	1	40620679	40665657
ENSG00000073670	ADAM11	17	44759031	44781846
ENSG00000068400	GRIPAP1	X	48973720	49002264
ENSG00000214797	AP002358.1	11	59268876	59284033
ENSG00000261220	AC103706.1	8	133573183	133573861
ENSG00000264610	MIR4685	10	98431292	98431360
ENSG00000261229	AC021483.2	15	79843547	79844304
ENSG00000269050	AC011455.1	19	38870159	38873763
ENSG00000018189	RUFY3	4	70704204	70807315
ENSG00000269054	AC012313.6	19	58362585	58366591
ENSG00000137285	TUBB2B	6	3224261	3231730
ENSG00000103415	HMOX2	16	4474690	4510347
ENSG00000224186	C5ORF66	5	135033280	135358219
ENSG00000224184	MIR3681HG	2	11848622	12578348
ENSG00000224183	SDHDP6	1	25294164	25294643
ENSG00000116032	GRIN3B	19	1000419	1009732
ENSG00000079616	KIF22	16	29790719	29805385
ENSG00000228589	SPCS2P4	1	28095742	28096422
ENSG00000189369	GSPT2	X	51743431	51746232
ENSG00000239801	DENND6A-AS1	3	57628810	57654918
ENSG00000168010	ATG16L2	11	72814308	72843674
ENSG00000189362	NEMP2	2	190504342	190534722
ENSG00000189366	ALG1L	3	125929275	125937039
ENSG00000168016	TRANK1	3	36826820	36945098
ENSG00000130779	CLIP1	12	122271432	122422632
ENSG00000263482	ANTXRLP1	10	46233885	46273557
ENSG00000122507	BBS9	7	33129244	33606068
ENSG00000114544	SLC41A3	3	126006355	126101561
ENSG00000260664	AC004158.1	16	72425948	72533892
ENSG00000260660	AC113208.2	15	75226401	75234834
ENSG00000260661	AC116903.2	15	92148752	92331037
ENSG00000015676	NUDCD3	7	44379121	44490880
ENSG00000139291	TMEM19	12	71686087	71705046
ENSG00000139292	LGR5	12	71439770	71586310
ENSG00000105819	PMPCB	7	103297422	103329511
ENSG00000085721	RRN3	16	15060022	15094317
ENSG00000226128	RPL26P9	1	97585862	97586294
ENSG00000260592	AC130456.3	16	19476916	19487899
ENSG00000266507	MIR4479	9	136886733	136886803
ENSG00000119640	ACYP1	14	75053221	75069483
ENSG00000148935	GAS2	11	22625509	22813055
ENSG00000111110	PPM1H	12	62643982	62935037
ENSG00000187630	DHRS4L2	14	23969874	24006408
ENSG00000139746	RBM26	13	79311824	79406477
ENSG00000135677	GNS	12	64713445	64759447
ENSG00000062725	APPBP2	17	60443149	60526219
ENSG00000162711	NLRP3	1	247416156	247449108
ENSG00000147113	CXORF36	X	45148374	45200901
ENSG00000131591	C1ORF159	1	1081818	1116361
ENSG00000135678	CPM	12	68842197	68971570
ENSG00000135679	MDM2	12	68808176	68850686
ENSG00000165724	ZMYND19	9	137582079	137590490
ENSG00000132024	CC2D1A	19	13906201	13930879
ENSG00000245017	LINC02453	12	98485544	98503855
ENSG00000169871	TRIM56	7	101085439	101097967
ENSG00000101220	C20ORF27	20	3753508	3768387
ENSG00000115816	CEBPZ	2	37201612	37231713
ENSG00000101224	CDC25B	20	3786772	3806121
ENSG00000259904	ACTG1P15	15	34373541	34374603
ENSG00000109756	RAPGEF2	4	159103013	159360174
ENSG00000187187	ZNF546	19	39984134	40021041
ENSG00000187186	AL162231.1	9	34664163	34666112
ENSG00000183617	MRPL54	19	3762664	3768575
ENSG00000187189	TSPYL4	6	116249961	116254140
ENSG00000188185	LINC00265	7	39733632	39793092
ENSG00000188186	LAMTOR4	7	100148907	100155944
ENSG00000263155	MYZAP	15	57591941	57685364
ENSG00000250159	AC106791.1	5	137814333	137889336
ENSG00000250155	AC008957.1	5	36666214	36725195
ENSG00000227295	ELL2P1	1	158175850	158177755
ENSG00000267676	THA1P	17	78248493	78254416
ENSG00000267670	AC022098.2	19	14030855	14031557
ENSG00000070718	AP3M2	8	42152946	42171673
ENSG00000267672	AC010632.2	19	37091341	37092564
ENSG00000267679	EIF5AP2	17	78157403	78159135
ENSG00000186583	SPATC1	8	144012414	144047085
ENSG00000129472	RAB2B	14	21459020	21476973
ENSG00000250365	AL139353.2	14	31420286	31452883
ENSG00000101489	CELF4	18	37243047	37566037
ENSG00000222112	RN7SKP16	1	33336566	33336864
ENSG00000211888	TRAJ1	14	22545037	22545098
ENSG00000211886	TRAJ3	14	22543179	22543240
ENSG00000211887	TRAJ2	14	22544071	22544136
ENSG00000211884	TRAJ5	14	22540247	22540306
ENSG00000211885	TRAJ4	14	22542199	22542261
ENSG00000211883	TRAJ6	14	22539073	22539134
ENSG00000211880	TRAJ9	14	22535554	22535614
ENSG00000211881	TRAJ8	14	22536145	22536204
ENSG00000100575	TIMM9	14	58408494	58427614
ENSG00000100577	GSTZ1	14	77320884	77331597
ENSG00000104055	TGM5	15	43232595	43266857
ENSG00000100578	KIAA0586	14	58427385	58551289
ENSG00000104059	FAM189A1	15	29120254	29570723
ENSG00000159625	DRC7	16	57694793	57731805
ENSG00000196517	SLC6A9	1	43991500	44031467
ENSG00000196510	ANAPC7	12	110372900	110403730
ENSG00000196511	TPK1	7	144451941	144836395
ENSG00000164188	RANBP3L	5	36248434	36302114
ENSG00000164187	LMBRD2	5	36098412	36151961
ENSG00000164185	ZNF474	5	122129513	122153571
ENSG00000164182	NDUFAF2	5	60945129	61153037
ENSG00000164180	TMEM161B	5	88189633	88269476
ENSG00000164181	ELOVL7	5	60751791	60844389
ENSG00000242094	FOXP1-IT1	3	71570255	71574457
ENSG00000105821	DNAJC2	7	103312474	103344873
ENSG00000162490	DRAXIN	1	11691729	11725857
ENSG00000256417	AC006206.2	12	5290480	5383653
ENSG00000077721	UBE2A	X	119574467	119591083
ENSG00000254924	AP000867.2	11	71506061	71506380
ENSG00000207186	RNA5SP122	2	241584968	241585075
ENSG00000182463	TSHZ2	20	52972407	53495330
ENSG00000228212	OFD1P17	5	37209364	37212381
ENSG00000228217	PNRC2P1	1	117778087	117778506
ENSG00000228216	AL355607.1	9	90957260	90965393
ENSG00000228215	AL954650.1	1	191875495	192011260
ENSG00000228218	ATF4P3	17	76225751	76226806
ENSG00000103888	CEMIP	15	80779343	80951776
ENSG00000273387	AC005005.3	22	31082156	31083565
ENSG00000218565	AL592429.1	6	139338018	139339580
ENSG00000253295	AC022217.2	5	172758226	172762556
ENSG00000155959	VBP1	X	155197007	155239817
ENSG00000155957	TMBIM4	12	66135846	66170072
ENSG00000278318	ZNF229	19	44417519	44448578
ENSG00000124091	GCNT7	20	56491492	56525925
ENSG00000124097	HMGB1P1	20	57488392	57489027
ENSG00000124098	FAM210B	20	56358915	56368663
ENSG00000129534	MIS18BP1	14	45203190	45253540
ENSG00000226918	AC010086.1	Y	21311268	21318895
ENSG00000154945	ANKRD40	17	50693190	50707924
ENSG00000158560	DYNC1I1	7	95772506	96110322
ENSG00000140332	TLE3	15	70047790	70098176
ENSG00000160606	TLCD1	17	28724348	28727935
ENSG00000160602	NEK8	17	28725897	28743455
ENSG00000246731	MGC16275	17	74209980	74213342
ENSG00000124549	BTN2A3P	6	26421391	26432383
ENSG00000167371	PRRT2	16	29811382	29815892
ENSG00000264630	PRKCA-AS1	17	66398069	66416854
ENSG00000124541	RRP36	6	43021645	43034156
ENSG00000167378	IRGQ	19	43584369	43596135
ENSG00000013306	SLC25A39	17	44319625	44324870
ENSG00000205913	SRRM2-AS1	16	2737076	2752600
ENSG00000205918	PDPK2P	16	2616121	2643296
ENSG00000185115	NSMCE3	15	29264992	29269829
ENSG00000185112	FAM43A	3	194686544	194689037
ENSG00000177875	CCDC184	12	48183584	48185926
ENSG00000217930	PAM16	16	4331549	4355607
ENSG00000275339	Z99129.1	6	122454358	122454612
ENSG00000213225	NOC2LP1	2	130229379	130232106
ENSG00000261140	AC093525.4	16	2569043	2571936
ENSG00000213221	DNLZ	9	136359480	136363789
ENSG00000213222	AC093724.1	2	131723253	131724279
ENSG00000261143	ADAMTS7P3	15	77976042	77993057
ENSG00000095139	ARCN1	11	118572390	118603033
ENSG00000105205	CLC	19	39731250	39738028
ENSG00000242372	EIF6	20	35278911	35284985
ENSG00000211578	MIR766	X	119646738	119646848
ENSG00000091831	ESR1	6	151656691	152129619
ENSG00000100744	GSKIP	14	96363452	96387288
ENSG00000156709	AIFM1	X	130129362	130165887
ENSG00000106366	SERPINE1	7	101127089	101139266
ENSG00000106367	AP1S1	7	101154400	101161596
ENSG00000057593	F7	13	113105788	113120681
ENSG00000225331	LINC01678	21	44158740	44160076
ENSG00000225339	AL354740.1	6	34248568	34286768
ENSG00000225338	RPL23AP18	1	212309051	212309518
ENSG00000276715	YWHAEP7	17	37828305	37884743
ENSG00000178965	ERICH3	1	74568111	74673738
ENSG00000178966	RMI1	9	83980711	84004074
ENSG00000168356	SCN11A	3	38845769	38950561
ENSG00000276710	CSPG4P10	15	82459472	82477258
ENSG00000166135	HIF1AN	10	100529072	100559998
